Lana Del Rey,You're Gonna Love Me,"Jerry says that in the dark,  
I think I have a good idea.  
That I should do the opposite,  
  
Of whatever it is I feel  
That's because I have a bad mind  
And I have gold in my veins  
But he said I got the purest heart  
That he's ever seen  
  
What God gave me a brain for  
If he won't let me use it?  
What God give me a plan for  
If He won't help me do it?  
You're gonna love me  
I'm gonna make you  
You're gonna love me  
I'm gonna make you  
  
I can tell that you're the type  
To never trust a beauty queen  
But I was never voted for nothing and,  
Highschool never meant anything to anybody  
Never ever gave myself away  
But even when I'm funny  
You think I'm acting so I say  
  
What God give me a break for  
If he won't let me use it?  
What God give me a plan for?  
He never helps me do it  
You're gonna love me  
I'm gonna make you  
You're gonna love me  
I'm gonna make you  
  
You say that you don't want to be hypnotized  
But baby, I, I don't wanna hypnotize you  
There's nothing from you that I wanna take  
I just wanna be like you  
Maybe love you just a little bit  
Please  
  
Tell 'em mom and daddy gave themselves,  
I won't to you  
You told me to get my ways as I do what I'm gonna do  
I'm gonna strike out, right now  
I'm striking out right now with this song  
But I can't help myself  
I can't do right for long  
  
What God give me a break for  
If he won't let me use it?  
What God give me a Wlan for?  
He never helps me do it  
You're gonna love me  
I'm gonna make you  
You're gonna love me  
I'm gonna make you

"
Lata Mangeshkar,Aa Gaye,"Kaun rokega ab pyaar ka raasta  
Main to pi ki nagariya jaane lagi  
Aaj baithe-bithaaye ye kya ho gaya  
Dil ki har baat aankhon mein aane lagi  
Main to pi ki nagariya...  
  
( aa gaye ) -2 muskuraane ke din  
Ladakhadaane ke din gunagunaane ke din  
Maine paayal to paanvon mein baandhi nahi  
Aur aavaaz ghungharu ki aane lagi  
Main to pi ki nagariya...  
  
Koi raahon mein kaliyaan bichhaane laga  
Aur ishaaron se mujhako bulaane laga  
Maine darpan abhi tak to dekha nahi  
( aur bindiya ) -2 magar jhilamilaane lagi  
Main to pi ki nagariya...  
  
Aaj kaisi chali bheegii-bhiigi pavan  
Sarasaraane laga mera naazuk badan  
Maine palaken abhi tak jhukaai nahi  
Neend kyon meri aankhon mein aane lagi  
Main to pi ki nagariya...

"
Lata Mangeshkar,Aaja Piya Tohe Pyaar Doon,"Aaja piya tohe pyaar doon, gori baiyyaan tope vaar doon  
Kis liye tu, itna udaas  
Sukhe sukhe honth, ankhiyon me pyaas  
Kis liye kis liye ho,  
Aaja piyaa...  
  
Jal chuke, hain badan kayi  
Piya isii aag mein  
Thake hue in haathon ko  
Dede mere haath mein  
Ho, (sukh mera lele, main dukh tere leloon) -2  
Main bhi jiyoon tu bhi jiye ho,  
Aaja piya tohe pyaar doon, gori baiyyaan tope vaar doon  
  
Hone de re jo ye julmi hai, path tere gaaon ke  
Palkon se chun daloongi main,  
Kaante teri raahon ke  
Ho, (laat bikhraye chunariya bichhaye) -2  
Baithi hoon main tere liye ho,  
Aaja piya...  
  
Apni to jab ankhiyon se, bah chali dhaar si  
Khil padi bas ek hansi, piya tere pyaar ki  
Ho, (main jo nahin haari, saajan zara socho) -2  
Kis liye kis liye ho,  
Aaja piya...

"
Lata Mangeshkar,Aankhon Ka Taara Praanon Se Pyaara,"Aankhon ka taara praanon se pyaara  
Jug jug jiye mera laal re  
Meri umariya mil jaaye tujhako  
Jita rahe sau saal re  
Aankhon ka taara praanon se pyaara  
  
Pahale baras mera nanha sa raaja  
Kuun kuun muun muun bole  
Duje baras bole roti ko loti  
Maiyya ka dil dole re  
Maange khilaune gaadi ghode  
Jabake lage tija saal re  
Aankhon ka taara praanon se pyaara  
  
Chauthe baras khele gilli danda  
Paise maan se maange re  
Natakhat raaja maan ko sataaye  
Maan pichhe vo aage re  
Ho o o o  
Paathashaala baabu banakar  
Jaaye mera laal re  
Aankhon ka taara praanon se pyaara  
  
Khushiyon ki kiranein phailaaye jag mein  
Punam ka chanda hamaara re  
Bole baabul la de dulhaniya  
Beta javaahar hamaara re  
O meri maiyya laal dushaala  
Beta chala sasuraal re  
Aankhon ka taara praanon se pyaara

"
Lata Mangeshkar,Aaye Aao Taare Aasmaan Ke Dharti Pe,"Aaye aao taare aasamaan ke dharati pe kisane utaare  
Kis ne ham ko toda hamein chhoda kisake sahaare  
  
Aaye aao ham roshani de sakate hain  
Ham ghar chamaka sakate hain  
Bichhadi hui khushi kisi ki ham vaapas la sakate hain  
  
Aaye aao ham pyaar jata sakate hain  
Ham raah dikha sakate hain  
Muskaayen to patthar dil ko ham mom bana sakate hain  
Aaye aao taare aasamaan ke  
Dil maane jise vo hi apana vaise to kaun hai kisaka  
Rishton ke lahu se badh kar hota hai dilon ka rishta  
  
Aaye aao ham rahen na rahen yahaan par  
Yaaden to hamaari hongi  
Deevaaron ke lamhon par baaten to hamaari hongi  
Aaye aao taare aasamaan ke

"
Lata Mangeshkar,Bansi Ki Dhun,"Bansi ki dhun sun tere liye chun chun  
Laayi hoon main bagiya se gori gori kaliyaan  
Nikali hoon chup chup, ghar se main luk chup  
Aayi hoon sajaane balam teri galiyaan  
  
Bhole sajan tere dil ki jalan  
Main to jaan gayi, jaan gayi, jaan gayi re  
Teri nazar kise dhoondhe idhar  
Main to jaan gayi, jaan gayi, jaan gayi re  
Teri meethi nazar pehchaan gayi re  
Duniya se bach bach  
Kehati hoon sach sach  
Aayi hoon...  
  
Baanki palak yeh saloni jhalak  
Mohe maar gayi, maar gayi, maar gayi re  
Tere kasam yah sooratiya balam mohe  
Mohe maar gayi, maar gayi, maar gayi re  
Main to baithe bithaaye jiya haar gayi re  
Dil mera pal pal  
Kehata tha chal chal  
Aayi hoon...

"
Lata Mangeshkar,Chanda Hai Tu,"(Chanda hai tu, mera sooraj hai tu  
O meri aankhon ka taara hai tu) -3  
Jeeti hoon main bas tujhe dekhakar  
Is toote dil ka sahaara hai tu  
  
Tu khele khel kaee, mera khilona hai tu -2  
Jisase bandhi har aasha meri  
Mera vo sapana salona hai tu  
Nanha sa hai kitana sundar hai tu  
Chhota sa hai kitana pyaara hai tu  
Chanda hai tu, mera sooraj hai tu  
  
Munne tu khush hai badaa, tere gudde ki shaadi hai aaj -2  
Main vaari re main balihaari re  
Ghoonghat mein gudiya ko aati hai laaj  
Yoonhi kabhi hogi shaadi teri  
Doolha banega kunvaara hai tu  
Chanda hai tu, mera sooraj hai tu  
  
Purvaai van mein ude, panchhi chaman mein ude -2  
Raam kare kabhi ho ke bada  
Tu banake baadal gagan mein ude  
Jo bhi tujhe dekhe vo ye kahe  
Kis maan ka aisa dulaara hai tu  
Chanda hai tu, mera sooraj hai tu

"
Lata Mangeshkar,Dhuan Banake Fiza Mein,"Dhuan banake fiza mein uda diya mujhko (2)  
Main jal raha tha kisi ne bujha diya mujhko  
Dhuan banake fiza mein uda diya mujhko  
  
Khada hoon aaj bhi roti ke chaar harq liye (3)  
Sawal yeh hai kitaabon ne kya diya mujhko  
Dhuan banake fiza mein uda diya mujhko  
  
Safed sang ki chaadar lapet kar mujh par (2)  
Fasil-e-shaher se kisne saja diya mujhko  
Dhuan banake fiza mein uda diya mujhko  
  
Main ek zarra bulandi ko chhoone nikla tha (3)  
Hawa ne tham ke zameen par gira diya mujhko  
Dhuan banake fiza mein uda diya mujhko  
Main jal raha tha kisi ne bujha diya mujhko  
Dhuan banake fiza mein uda diya mujhko

"
Lata Mangeshkar,Dil Hoom Hoom Kare,"Dil hoom hoom kare, ghabraaye  
Ghan dham dham kare, darr jaaye  
Ek boond kabhi paani ki mori ankhiyon se barsaaye  
Dil hoom hoom kare, ghabraaye  
Teri jhori daaroon sab sukhe paat jo aaye  
Tera chhua laage, meri sukhi daar hariyaaye  
Dil hoom hoom kare, ghabraaye  
Jis tan ko chhua tune, us tan ko chhupaaoon  
Jis man ko laage naina, voh kisko dikhaaoon  
O more chandrama, teri chaandni ang jalaaye  
Teri oonchi ataari maine pankh liye katwaaye  
Dil hoom hoom kare, ghabraaye  
Ghan dham dham kare, darr jaaye  
Ek boond kabhi paani ki mori ankhiyon se barsaaye  
Dil hoom hoom kare, ghabraaye

"
Lata Mangeshkar,Dil Ne Phir Yaad Kiya Bewafa Laut Bhi Aa,"Dil ne phir yaad kiya bewafa laut bhi aa - 2  
Bewafa laut bhi aa - 2  
Dil ne phir yaad kiya bewafa laut bhi aa  
  
Dil mein phir huuk utthi dil ka phir khoon hua  
Dil ne phir yaad kiya bewafa laut bhi aa  
Maine ek khwaab sa dekha tha jo poora na hua  
Mujhko duniya se shikayat hain na kismat se gila  
Aasra deke mohabbat ne mujhe luut liya - 2  
Bewafa laut bhi aa  
Dil ne phir yaad kiya bewafa laut bhi aa  
  
Haai kya jal gaya seene se jo uthta hain dhuan  
Darr hain iss aag mein jal jaaye na ulfat ka nasha  
Roothne wale mohabbat ko musibat na bana - 2  
Bewafa laut bhi aa  
Dil ne phir yaad kiya bewafa laut bhi aa  
Dil mein phir huuk utthi dil ka phir khoon hua - 2  
Dil ne phir yaad kiya bewafa laut bhi aa  
Bewafa laut bhi aa

"
Lata Mangeshkar,Gam Ki Vaadi,"Gam ki vaadi mein kushi ka karavaan khone laga  
  
Ishq mein jo kuch na hona thaa, vahi hone laga  
Gam ki vaadi mein kushi ka karavaan khone laga  
  
Kaun samajhega muhabbat ki bhala majabooriyaan  
Do dilon ki chaahaten duniya ki naa-manzooriyaan  
Muskuraane hi se pahale pyaar kyon rone laga  
Ishq mein jo kuch na hona thaa, vahi hone laga  
  
Saamane aankhon ke mere ishq ka anjaam hai  
Hai agar ye zindagi to maut kis ka naam hai  
Ranj-o-gam jaage, naseeba pyaar ka sone laga  
Ishq mein jo kuch na hona thaa, vahi hone laga

"
